8,0,-90.0,-89.1
8,1,-89.1,-88.2
8,2,-88.2,-87.3
8,3,-87.3,-86.4
8,4,-86.4,-85.5
8,5,-85.5,-84.6
8,6,-84.6,-83.7
8,7,-83.7,-82.8
8,8,-82.8,-81.9
8,9,-81.9,-81.0
8,10,-81.0,-80.1
8,11,-80.1,-79.2
8,12,-79.2,-78.3
8,13,-78.3,-77.4
8,14,-77.4,-76.5
8,15,-76.5,-75.6
8,16,-75.6,-74.7
8,17,-74.7,-73.8
8,18,-73.8,-72.9
8,19,-72.9,-72.0
8,20,-72.0,-71.1
8,21,-71.1,-70.2
8,22,-70.2,-69.3
8,23,-69.3,-68.4
8,24,-68.4,-67.5
8,25,-67.5,-66.6
8,26,-66.6,-65.7
8,27,-65.7,-64.8
8,28,-64.8,-63.9
8,29,-63.9,-63.0
8,30,-63.0,-62.1
8,31,-62.1,-61.2
8,32,-61.2,-60.3
8,33,-60.3,-59.4
8,34,-59.4,-58.5
8,35,-58.5,-57.6
8,36,-57.6,-56.7
8,37,-56.7,-55.8
8,38,-55.8,-54.9
8,39,-54.9,-54.0
8,40,-54.0,-53.1
8,41,-53.1,-52.2
8,42,-52.2,-51.3
8,43,-51.3,-50.4
8,44,-50.4,-49.5
8,45,-49.5,-48.6
8,46,-48.6,-47.7
8,47,-47.7,-46.8
8,48,-46.8,-45.9
8,49,-45.9,-45.0
8,50,-45.0,-44.1
8,51,-44.1,-43.2
8,52,-43.2,-42.3
8,53,-42.3,-41.4
8,54,-41.4,-40.5
8,55,-40.5,-39.6
8,56,-39.6,-38.7
8,57,-38.7,-37.8
8,58,-37.8,-36.9
8,59,-36.9,-36.0
8,60,-36.0,-35.1
8,61,-35.1,-34.2
8,62,-34.2,-33.3
8,63,-33.3,-32.4
8,64,-32.4,-31.5
8,65,-31.5,-30.6
8,66,-30.6,-29.7
8,67,-29.7,-28.8
8,68,-28.8,-27.9
8,69,-27.9,-27.0
8,70,-27.0,-26.1
8,71,-26.1,-25.2
8,72,-25.2,-24.3
8,73,-24.3,-23.4
8,74,-23.4,-22.5
8,75,-22.5,-21.6
8,76,-21.6,-20.7
8,77,-20.7,-19.8
8,78,-19.8,-18.9
8,79,-18.9,-18.0
8,80,-18.0,-17.1
8,81,-17.1,-16.2
8,82,-16.2,-15.3
8,83,-15.3,-14.4
8,84,-14.4,-13.5
8,85,-13.5,-12.6
8,86,-12.6,-11.7
8,87,-11.7,-10.8
8,88,-10.8,-9.9
8,89,-9.9,-9.0
8,90,-9.0,-8.1
8,91,-8.1,-7.2
8,92,-7.2,-6.3
8,93,-6.3,-5.4
8,94,-5.4,-4.5
8,95,-4.5,-3.6
8,96,-3.6,-2.7
8,97,-2.7,-1.8
8,98,-1.8,-0.9
8,99,-0.9,0.0
8,100,0.0,0.9
8,101,0.9,1.8
8,102,1.8,2.7
8,103,2.7,3.6
8,104,3.6,4.5
8,105,4.5,5.4
8,106,5.4,6.3
8,107,6.3,7.2
8,108,7.2,8.1
8,109,8.1,9.0
8,110,9.0,9.9
8,111,9.9,10.8
8,112,10.8,11.7
8,113,11.7,12.6
8,114,12.6,13.5
8,115,13.5,14.4
8,116,14.4,15.3
8,117,15.3,16.2
8,118,16.2,17.1
8,119,17.1,18.0
8,120,18.0,18.9
8,121,18.9,19.8
8,122,19.8,20.7
8,123,20.7,21.6
8,124,21.6,22.5
8,125,22.5,23.4
8,126,23.4,24.3
8,127,24.3,25.2
8,128,25.2,26.1
8,129,26.1,27.0
8,130,27.0,27.9
8,131,27.9,28.8
8,132,28.8,29.7
8,133,29.7,30.6
8,134,30.6,31.5
8,135,31.5,32.4
8,136,32.4,33.3
8,137,33.3,34.2
8,138,34.2,35.1
8,139,35.1,36.0
8,140,36.0,36.9
8,141,36.9,37.8
8,142,37.8,38.7
8,143,38.7,39.6
8,144,39.6,40.5
8,145,40.5,41.4
8,146,41.4,42.3
8,147,42.3,43.2
8,148,43.2,44.1
8,149,44.1,45.0
8,150,45.0,45.9
8,151,45.9,46.8
8,152,46.8,47.7
8,153,47.7,48.6
8,154,48.6,49.5
8,155,49.5,50.4
8,156,50.4,51.3
8,157,51.3,52.2
8,158,52.2,53.1
8,159,53.1,54.0
8,160,54.0,54.9
8,161,54.9,55.8
8,162,55.8,56.7
8,163,56.7,57.6
8,164,57.6,58.5
8,165,58.5,59.4
8,166,59.4,60.3
8,167,60.3,61.2
8,168,61.2,62.1
8,169,62.1,63.0
8,170,63.0,63.9
8,171,63.9,64.8
8,172,64.8,65.7
8,173,65.7,66.6
8,174,66.6,67.5
8,175,67.5,68.4
8,176,68.4,69.3
8,177,69.3,70.2
8,178,70.2,71.1
8,179,71.1,72.0
8,180,72.0,72.9
8,181,72.9,73.8
8,182,73.8,74.7
8,183,74.7,75.6
8,184,75.6,76.5
8,185,76.5,77.4
8,186,77.4,78.3
8,187,78.3,79.2
8,188,79.2,80.1
8,189,80.1,81.0
8,190,81.0,81.9
8,191,81.9,82.8
8,192,82.8,83.7
8,193,83.7,84.6
8,194,84.6,85.5
8,195,85.5,86.4
8,196,86.4,87.3
8,197,87.3,88.2
8,198,88.2,89.1
8,199,89.1,90
