4,0,-90.0,-88.2
4,1,-88.2,-86.4
4,2,-86.4,-84.6
4,3,-84.6,-82.8
4,4,-82.8,-81.0
4,5,-81.0,-79.2
4,6,-79.2,-77.4
4,7,-77.4,-75.6
4,8,-75.6,-73.8
4,9,-73.8,-72.0
4,10,-72.0,-70.2
4,11,-70.2,-68.4
4,12,-68.4,-66.6
4,13,-66.6,-64.8
4,14,-64.8,-63.0
4,15,-63.0,-61.2
4,16,-61.2,-59.4
4,17,-59.4,-57.6
4,18,-57.6,-55.8
4,19,-55.8,-54.0
4,20,-54.0,-52.2
4,21,-52.2,-50.4
4,22,-50.4,-48.6
4,23,-48.6,-46.8
4,24,-46.8,-45.0
4,25,-45.0,-43.2
4,26,-43.2,-41.4
4,27,-41.4,-39.6
4,28,-39.6,-37.8
4,29,-37.8,-36.0
4,30,-36.0,-34.2
4,31,-34.2,-32.4
4,32,-32.4,-30.6
4,33,-30.6,-28.8
4,34,-28.8,-27.0
4,35,-27.0,-25.2
4,36,-25.2,-23.4
4,37,-23.4,-21.6
4,38,-21.6,-19.8
4,39,-19.8,-18.0
4,40,-18.0,-16.2
4,41,-16.2,-14.4
4,42,-14.4,-12.6
4,43,-12.6,-10.8
4,44,-10.8,-9.0
4,45,-9.0,-7.2
4,46,-7.2,-5.4
4,47,-5.4,-3.6
4,48,-3.6,-1.8
4,49,-1.8,0.0
4,50,0.0,1.8
4,51,1.8,3.6
4,52,3.6,5.4
4,53,5.4,7.2
4,54,7.2,9.0
4,55,9.0,10.8
4,56,10.8,12.6
4,57,12.6,14.4
4,58,14.4,16.2
4,59,16.2,18.0
4,60,18.0,19.8
4,61,19.8,21.6
4,62,21.6,23.4
4,63,23.4,25.2
4,64,25.2,27.0
4,65,27.0,28.8
4,66,28.8,30.6
4,67,30.6,32.4
4,68,32.4,34.2
4,69,34.2,36.0
4,70,36.0,37.8
4,71,37.8,39.6
4,72,39.6,41.4
4,73,41.4,43.2
4,74,43.2,45.0
4,75,45.0,46.8
4,76,46.8,48.6
4,77,48.6,50.4
4,78,50.4,52.2
4,79,52.2,54.0
4,80,54.0,55.8
4,81,55.8,57.6
4,82,57.6,59.4
4,83,59.4,61.2
4,84,61.2,63.0
4,85,63.0,64.8
4,86,64.8,66.6
4,87,66.6,68.4
4,88,68.4,70.2
4,89,70.2,72.0
4,90,72.0,73.8
4,91,73.8,75.6
4,92,75.6,77.4
4,93,77.4,79.2
4,94,79.2,81.0
4,95,81.0,82.8
4,96,82.8,84.6
4,97,84.6,86.4
4,98,86.4,88.2
4,99,88.2,90
