16,0,-90.0,-89.82
16,1,-89.82,-89.64
16,2,-89.64,-89.46
16,3,-89.46,-89.28
16,4,-89.28,-89.1
16,5,-89.1,-88.92
16,6,-88.92,-88.74
16,7,-88.74,-88.56
16,8,-88.56,-88.38
16,9,-88.38,-88.2
16,10,-88.2,-88.02
16,11,-88.02,-87.84
16,12,-87.84,-87.66
16,13,-87.66,-87.48
16,14,-87.48,-87.3
16,15,-87.3,-87.12
16,16,-87.12,-86.94
16,17,-86.94,-86.76
16,18,-86.76,-86.58
16,19,-86.58,-86.4
16,20,-86.4,-86.22
16,21,-86.22,-86.04
16,22,-86.04,-85.86
16,23,-85.86,-85.68
16,24,-85.68,-85.5
16,25,-85.5,-85.32
16,26,-85.32,-85.14
16,27,-85.14,-84.96
16,28,-84.96,-84.78
16,29,-84.78,-84.6
16,30,-84.6,-84.42
16,31,-84.42,-84.24
16,32,-84.24,-84.06
16,33,-84.06,-83.88
16,34,-83.88,-83.7
16,35,-83.7,-83.52
16,36,-83.52,-83.34
16,37,-83.34,-83.16
16,38,-83.16,-82.98
16,39,-82.98,-82.8
16,40,-82.8,-82.62
16,41,-82.62,-82.44
16,42,-82.44,-82.26
16,43,-82.26,-82.08
16,44,-82.08,-81.9
16,45,-81.9,-81.72
16,46,-81.72,-81.54
16,47,-81.54,-81.36
16,48,-81.36,-81.18
16,49,-81.18,-81.0
16,50,-81.0,-80.82
16,51,-80.82,-80.64
16,52,-80.64,-80.46
16,53,-80.46,-80.28
16,54,-80.28,-80.1
16,55,-80.1,-79.92
16,56,-79.92,-79.74
16,57,-79.74,-79.56
16,58,-79.56,-79.38
16,59,-79.38,-79.2
16,60,-79.2,-79.02
16,61,-79.02,-78.84
16,62,-78.84,-78.66
16,63,-78.66,-78.48
16,64,-78.48,-78.3
16,65,-78.3,-78.12
16,66,-78.12,-77.94
16,67,-77.94,-77.76
16,68,-77.76,-77.58
16,69,-77.58,-77.4
16,70,-77.4,-77.22
16,71,-77.22,-77.04
16,72,-77.04,-76.86
16,73,-76.86,-76.68
16,74,-76.68,-76.5
16,75,-76.5,-76.32
16,76,-76.32,-76.14
16,77,-76.14,-75.96
16,78,-75.96,-75.78
16,79,-75.78,-75.6
16,80,-75.6,-75.42
16,81,-75.42,-75.24
16,82,-75.24,-75.06
16,83,-75.06,-74.88
16,84,-74.88,-74.7
16,85,-74.7,-74.52
16,86,-74.52,-74.34
16,87,-74.34,-74.16
16,88,-74.16,-73.98
16,89,-73.98,-73.8
16,90,-73.8,-73.62
16,91,-73.62,-73.44
16,92,-73.44,-73.26
16,93,-73.26,-73.08
16,94,-73.08,-72.9
16,95,-72.9,-72.72
16,96,-72.72,-72.54
16,97,-72.54,-72.36
16,98,-72.36,-72.18
16,99,-72.18,-72.0
16,100,-72.0,-71.82
16,101,-71.82,-71.64
16,102,-71.64,-71.46
16,103,-71.46,-71.28
16,104,-71.28,-71.1
16,105,-71.1,-70.92
16,106,-70.92,-70.74
16,107,-70.74,-70.56
16,108,-70.56,-70.38
16,109,-70.38,-70.2
16,110,-70.2,-70.02
16,111,-70.02,-69.84
16,112,-69.84,-69.66
16,113,-69.66,-69.48
16,114,-69.48,-69.3
16,115,-69.3,-69.12
16,116,-69.12,-68.94
16,117,-68.94,-68.76
16,118,-68.76,-68.58
16,119,-68.58,-68.4
16,120,-68.4,-68.22
16,121,-68.22,-68.04
16,122,-68.04,-67.86
16,123,-67.86,-67.68
16,124,-67.68,-67.5
16,125,-67.5,-67.32
16,126,-67.32,-67.14
16,127,-67.14,-66.96
16,128,-66.96,-66.78
16,129,-66.78,-66.6
16,130,-66.6,-66.42
16,131,-66.42,-66.24
16,132,-66.24,-66.06
16,133,-66.06,-65.88
16,134,-65.88,-65.7
16,135,-65.7,-65.52
16,136,-65.52,-65.34
16,137,-65.34,-65.16
16,138,-65.16,-64.98
16,139,-64.98,-64.8
16,140,-64.8,-64.62
16,141,-64.62,-64.44
16,142,-64.44,-64.26
16,143,-64.26,-64.08
16,144,-64.08,-63.9
